user_id,num_train_ratings,train_corr,fixed_test_corr,good_test_corr,train_rmse,fixed_test_rmse,good_test_rmse,passed_redisplay,passed_arbitrary,ratings_accuracy,fixed_mpc_accuracy,good_mpc_accuracy
0.0,41.0,0.4504696369314057,0.2896817041938902,-0.5384640371089309,0.30497446806506967,0.3444358488477423,0.2574019359858754,1.0,1.0,0.6,,
1.0,41.0,0.5240834228397757,-0.3523228747770097,-0.48916236920386164,0.2156099858554678,0.2775633749156321,0.23077747459999662,0.0,1.0,0.8,,
2.0,41.0,0.6048561366301874,0.28581800582451694,0.36058538429498344,0.270825851179155,0.3540876756636026,0.692421505265814,0.0,1.0,0.4,,
3.0,41.0,0.954281147985493,0.5896489343996915,-0.46915237700895474,0.12670952806779065,0.3346900632426278,0.17276441216409924,1.0,1.0,1.0,,
4.0,41.0,0.9297213085803875,0.19316181132357105,-0.3819219537166877,0.1814583866003282,0.3667373397874829,0.3434127806837492,1.0,1.0,1.0,,
5.0,41.0,0.6469373198314385,0.20466146657089967,0.47644491626350444,0.32341394761581777,0.5684785611500891,0.21777645629688536,1.0,1.0,1.0,,
6.0,41.0,0.6107142353078963,0.4390489591378804,-0.3414745355229555,0.22034369871392537,0.3657675437736941,0.29689748348027883,1.0,1.0,0.8,,
7.0,41.0,0.7394060975889696,0.00044947713540633815,0.0666736436213859,0.2610494218787111,0.4039486215693442,0.2641506606091856,1.0,1.0,0.6,,
8.0,41.0,0.8177888529375885,0.010273617898285127,0.6589965889359362,0.24057596873491394,0.5401860842612589,0.5519584492661381,0.0,1.0,0.6,,
9.0,41.0,0.6199957495168604,-0.029140624583781496,-0.5932763872248393,0.18053928107469214,0.18551021921259242,0.14576287388064052,1.0,1.0,1.0,,
10.0,41.0,0.5655087230955503,0.12944545302607816,0.06506762392420229,0.4768077970801495,0.45270887594301434,0.617712827536226,0.0,1.0,0.6,,
11.0,41.0,0.6469437340145473,0.3725646171082487,-0.23183224193995888,0.1782700934563509,0.19779233489744422,0.3101304179557599,1.0,1.0,0.6,,
12.0,41.0,0.26991547605386285,0.47171239583170227,-0.194094546611726,0.1431584981889226,0.16233074529469713,0.15979432388808062,1.0,1.0,0.6,,
13.0,41.0,0.7038493111123109,-0.6520997402121624,-0.801105623152176,0.4664278901699592,0.8982895346208567,0.9428003906071031,1.0,1.0,0.8,,
14.0,41.0,0.5766580768211248,0.620048921117619,0.13163974095784306,0.42169936918359907,0.4448493179860719,0.41639402265124187,1.0,1.0,0.6,,
15.0,41.0,0.6056849639161435,0.6569435635602353,0.7846934767012315,0.3487217858615011,0.3697313575145578,0.3135141224085545,1.0,1.0,0.6,,
16.0,41.0,0.6208989157739626,-0.10398718575509715,-0.03096369436075326,0.5584974226748812,0.9075372535654312,0.46161775687801554,1.0,1.0,0.8,,
17.0,41.0,0.9394430137264572,0.4708225736280962,0.2701543358570783,0.20204965644843378,0.45683866355132213,0.3894499179802327,1.0,1.0,1.0,,
18.0,41.0,0.35701092542787677,-0.48454849874352884,0.9362687920960793,0.1921236672490834,0.23174556365769686,0.21779655407222193,1.0,1.0,0.4,,
19.0,41.0,0.44138025420977856,-0.03381985597911496,0.6604806174803941,0.30994192239622,0.5224738701414844,0.32520951200389897,1.0,1.0,0.8,,
20.0,41.0,0.6270753122976833,0.6763050024755721,0.333403215103604,0.5947756750947876,0.5492541472079553,0.5612088287577078,1.0,1.0,1.0,,
21.0,41.0,0.9236234730165579,0.4323044997762005,0.09313446495579923,0.20297287517302473,0.32720048689957776,0.25231316991623587,1.0,1.0,1.0,,
22.0,41.0,0.6983878434356364,0.18914037849604634,0.403272819973601,0.2892187642762529,0.5266713681015357,0.324398755281975,1.0,1.0,1.0,,
23.0,41.0,0.7211124209059682,0.7924904834325437,0.6805727805441039,0.21554718844479476,0.20619212906150045,0.38137834751855104,1.0,1.0,1.0,,
24.0,41.0,0.5688871446079935,-0.04487146895571664,-0.10775255202654287,0.31134639028746247,0.38496088354979274,0.2891482175590718,1.0,1.0,0.8,,
25.0,41.0,0.8526017955316126,0.6978762714435219,-0.6390314620575233,0.1950530796896729,0.23985296376635554,0.3621256424862734,1.0,1.0,1.0,,
26.0,41.0,0.48954380495360367,-0.485574273995134,0.03660132634968925,0.3719350643003205,0.4952658258286412,0.48697688159294533,0.0,1.0,0.6,,
