Original,PCA-5,UMAP-5,VGG-PCA-10,VGG-PCA-20
0.5644067796610169,0.5703389830508474,0.5449152542372881,0.5220338983050847,0.5313559322033898
0.5686440677966101,0.5779661016949154,0.5457627118644067,0.5228813559322034,0.5305084745762711
0.5584745762711865,0.5677966101694916,0.5457627118644068,0.5347457627118645,0.5194915254237289
0.5830508474576273,0.5703389830508474,0.5508474576271187,0.5398305084745763,0.5398305084745763
0.5822033898305083,0.5652542372881356,0.5491525423728814,0.5449152542372881,0.5406779661016949
0.5923728813559322,0.5593220338983053,0.5483050847457628,0.5415254237288136,0.5533898305084746
0.6042372881355933,0.5542372881355933,0.5508474576271185,0.5610169491525425,0.552542372881356
0.5898305084745763,0.5669491525423727,0.5533898305084746,0.5644067796610172,0.561864406779661
0.6008474576271187,0.5728813559322035,0.5516949152542373,0.5644067796610168,0.5601694915254237
0.602542372881356,0.5720338983050848,0.5584745762711865,0.5584745762711865,0.5508474576271186
0.6084745762711864,0.5847457627118643,0.5610169491525424,0.5703389830508473,0.5584745762711865
0.6118644067796611,0.5669491525423728,0.559322033898305,0.5762711864406782,0.5542372881355934
0.6169491525423729,0.5610169491525424,0.5627118644067796,0.5703389830508475,0.5516949152542372
0.6203389830508477,0.573728813559322,0.5728813559322034,0.5703389830508475,0.5703389830508474
0.6152542372881358,0.5788135593220342,0.5737288135593221,0.5677966101694916,0.5694915254237287
0.6152542372881357,0.5686440677966103,0.5720338983050849,0.5745762711864405,0.5652542372881356
0.6254237288135596,0.5711864406779662,0.5703389830508474,0.576271186440678,0.5644067796610169
0.6296610169491528,0.5932203389830508,0.5754237288135593,0.58135593220339,0.5720338983050847
0.6288135593220338,0.5906779661016947,0.5728813559322035,0.5872881355932204,0.5720338983050848
0.6330508474576272,0.5906779661016947,0.5771186440677966,0.5813559322033898,0.5720338983050848
0.6322033898305087,0.5864406779661016,0.5788135593220337,0.5864406779661017,0.5669491525423728
0.6355932203389832,0.5813559322033898,0.5898305084745762,0.5771186440677967,0.5686440677966101
0.6305084745762712,0.590677966101695,0.5940677966101694,0.5864406779661016,0.5779661016949152
0.6398305084745762,0.5923728813559321,0.5940677966101697,0.5796610169491526,0.578813559322034
0.6347457627118643,0.5889830508474574,0.5906779661016951,0.5788135593220338,0.5805084745762711
0.6305084745762711,0.5822033898305082,0.5940677966101694,0.5720338983050847,0.5838983050847457
0.6296610169491528,0.5720338983050847,0.6000000000000001,0.5677966101694916,0.5796610169491525
0.6279661016949153,0.5881355932203388,0.5957627118644069,0.56864406779661,0.5788135593220337
0.6313559322033898,0.5796610169491524,0.5923728813559324,0.5677966101694915,0.5805084745762712
0.6313559322033898,0.5745762711864406,0.5949152542372882,0.5694915254237287,0.577966101694915
0.6364406779661018,0.5864406779661014,0.6050847457627119,0.5720338983050847,0.5838983050847456
0.640677966101695,0.5847457627118642,0.6042372881355931,0.5686440677966101,0.5838983050847457
0.6449152542372882,0.5881355932203387,0.6101694915254237,0.5728813559322034,0.5813559322033897
0.6449152542372882,0.5898305084745761,0.6050847457627119,0.5618644067796611,0.5838983050847457
0.6449152542372881,0.5889830508474575,0.5983050847457625,0.5652542372881356,0.5881355932203389
0.6423728813559322,0.5872881355932204,0.602542372881356,0.571186440677966,0.5991525423728813
0.6423728813559321,0.5872881355932202,0.6118644067796609,0.5805084745762711,0.5983050847457625
