Original,PCA-5,UMAP-5,VGG-PCA-10,VGG-PCA-20
0.5422018348623854,0.5311926605504589,0.5422018348623854,0.536697247706422,0.5376146788990827
0.5458715596330276,0.5321100917431193,0.5431192660550458,0.5357798165137615,0.5394495412844037
0.5486238532110091,0.5403669724770642,0.5605504587155963,0.5357798165137615,0.5458715596330277
0.5284403669724771,0.5541284403669724,0.5477064220183486,0.5357798165137615,0.5247706422018349
0.555045871559633,0.5642201834862386,0.5587155963302752,0.5311926605504588,0.5376146788990827
0.563302752293578,0.5623853211009174,0.5623853211009173,0.5211009174311927,0.526605504587156
0.5568807339449542,0.5605504587155964,0.5559633027522934,0.534862385321101,0.5302752293577983
0.5642201834862385,0.5642201834862385,0.555045871559633,0.5357798165137615,0.5403669724770643
0.5495412844036697,0.5642201834862384,0.5596330275229358,0.5376146788990825,0.5577981651376146
0.5532110091743119,0.5513761467889908,0.5642201834862385,0.5330275229357799,0.5403669724770642
0.5614678899082568,0.563302752293578,0.5660550458715595,0.5311926605504589,0.5422018348623854
0.5541284403669725,0.5559633027522936,0.5660550458715596,0.5293577981651377,0.5394495412844037
0.5697247706422018,0.5541284403669725,0.5770642201834862,0.5174311926605505,0.5385321100917432
0.5788990825688074,0.5660550458715596,0.5697247706422018,0.5220183486238532,0.5330275229357799
0.5660550458715595,0.5550458715596329,0.5706422018348624,0.5247706422018349,0.5321100917431194
0.5853211009174312,0.5642201834862386,0.5614678899082568,0.5192660550458716,0.543119266055046
0.5908256880733945,0.5596330275229359,0.5587155963302751,0.5119266055045872,0.5486238532110093
0.5825688073394496,0.5541284403669725,0.5541284403669725,0.5137614678899083,0.5440366972477064
0.5853211009174313,0.5541284403669725,0.5568807339449542,0.5027522935779817,0.5486238532110093
0.5834862385321101,0.5522935779816514,0.5688073394495413,0.51651376146789,0.5495412844036697
0.5935779816513761,0.5605504587155964,0.571559633027523,0.5229357798165137,0.5522935779816515
0.5899082568807339,0.5697247706422018,0.5495412844036697,0.5348623853211009,0.5513761467889909
0.5972477064220184,0.5623853211009173,0.5577981651376146,0.5412844036697247,0.5495412844036699
0.6036697247706423,0.5752293577981652,0.5559633027522936,0.5449541284403671,0.5541284403669725
0.5972477064220183,0.563302752293578,0.5467889908256881,0.543119266055046,0.5522935779816515
0.601834862385321,0.571559633027523,0.5504587155963302,0.5385321100917431,0.5642201834862385
0.6036697247706422,0.5623853211009174,0.5559633027522936,0.5394495412844037,0.5623853211009174
0.6110091743119266,0.563302752293578,0.5651376146788991,0.5458715596330276,0.5642201834862386
0.6082568807339449,0.5605504587155964,0.5596330275229358,0.5412844036697247,0.5541284403669725
0.6045871559633028,0.5660550458715596,0.5587155963302752,0.5394495412844036,0.5477064220183487
0.6009174311926605,0.5752293577981651,0.5605504587155964,0.5412844036697247,0.5467889908256881
0.6064220183486237,0.5798165137614679,0.5605504587155964,0.5440366972477064,0.5577981651376146
0.606422018348624,0.5752293577981652,0.5596330275229358,0.5577981651376147,0.5504587155963303
0.6110091743119266,0.5825688073394495,0.5623853211009174,0.5660550458715596,0.5541284403669724
0.6036697247706423,0.5788990825688074,0.5559633027522936,0.5504587155963303,0.548623853211009
0.6055045871559633,0.5871559633027523,0.5706422018348624,0.5504587155963303,0.5522935779816514
0.6009174311926605,0.5889908256880734,0.5559633027522936,0.5587155963302752,0.5596330275229358
