Original,PCA-5,UMAP-5,VGG-PCA-10,VGG-PCA-20
0.5431192660550458,0.5449541284403671,0.5513761467889908,0.5376146788990825,0.5385321100917432
0.5431192660550459,0.546788990825688,0.5440366972477064,0.5403669724770642,0.5366972477064221
0.5623853211009174,0.5532110091743119,0.5522935779816515,0.5302752293577981,0.5330275229357799
0.5596330275229358,0.5642201834862385,0.5477064220183486,0.5403669724770642,0.5211009174311928
0.5752293577981652,0.5844036697247706,0.5467889908256881,0.5385321100917432,0.5275229357798167
0.581651376146789,0.5752293577981651,0.5587155963302751,0.5247706422018348,0.5293577981651377
0.573394495412844,0.5669724770642202,0.5477064220183486,0.5321100917431193,0.526605504587156
0.581651376146789,0.5733944954128439,0.5541284403669725,0.5293577981651376,0.5229357798165138
0.5697247706422017,0.565137614678899,0.5522935779816514,0.5440366972477064,0.5385321100917432
0.5678899082568807,0.5605504587155964,0.563302752293578,0.5403669724770642,0.5357798165137615
0.5697247706422018,0.5688073394495412,0.5614678899082568,0.5321100917431192,0.5247706422018349
0.5834862385321101,0.5596330275229358,0.5688073394495413,0.5256880733944954,0.524770642201835
0.5807339449541284,0.5587155963302752,0.5706422018348624,0.5192660550458715,0.5247706422018348
0.5788990825688073,0.5605504587155964,0.573394495412844,0.5385321100917432,0.5247706422018349
0.5770642201834861,0.5559633027522936,0.5669724770642202,0.5458715596330275,0.5321100917431193
0.5834862385321101,0.5651376146788991,0.5660550458715595,0.5504587155963303,0.5321100917431193
0.5899082568807338,0.5559633027522936,0.5541284403669724,0.5568807339449542,0.5348623853211009
0.5963302752293578,0.5504587155963303,0.5614678899082568,0.5504587155963302,0.5302752293577983
0.5990825688073395,0.5522935779816514,0.5660550458715596,0.5513761467889908,0.5376146788990827
0.5981651376146789,0.5559633027522936,0.5733944954128442,0.548623853211009,0.5449541284403671
0.5981651376146789,0.5587155963302752,0.5788990825688073,0.5513761467889908,0.5550458715596333
0.598165137614679,0.5651376146788991,0.5651376146788991,0.5504587155963302,0.5495412844036699
0.5954128440366973,0.5577981651376146,0.563302752293578,0.5477064220183486,0.5412844036697247
0.5963302752293578,0.5688073394495413,0.5614678899082568,0.5541284403669725,0.5376146788990827
0.591743119266055,0.5596330275229358,0.5587155963302751,0.565137614678899,0.5394495412844037
0.5908256880733945,0.5688073394495413,0.555045871559633,0.5596330275229358,0.5486238532110093
0.6073394495412844,0.5669724770642203,0.563302752293578,0.5688073394495413,0.5394495412844037
0.6119266055045872,0.5724770642201834,0.5706422018348624,0.5779816513761468,0.5403669724770642
0.6073394495412844,0.5596330275229358,0.5660550458715596,0.5761467889908256,0.5422018348623854
0.608256880733945,0.5660550458715596,0.5614678899082568,0.5752293577981651,0.5486238532110093
0.6137614678899083,0.5752293577981651,0.5752293577981651,0.5798165137614678,0.5513761467889909
0.6201834862385324,0.573394495412844,0.5678899082568807,0.5889908256880734,0.5513761467889909
0.6266055045871559,0.5678899082568807,0.5660550458715596,0.5770642201834862,0.553211009174312
0.6256880733944953,0.5779816513761469,0.5642201834862385,0.5697247706422017,0.5587155963302752
0.6302752293577982,0.5779816513761468,0.5596330275229359,0.5678899082568807,0.5477064220183486
0.6256880733944954,0.589908256880734,0.5614678899082569,0.5724770642201835,0.5504587155963303
0.6256880733944954,0.5807339449541284,0.563302752293578,0.5761467889908256,0.5568807339449541
